customer_id,hist_avg_balance,hist_std_balance,hist_avg_balance_at_due,income_hist_avg,expenses_hist_avg,installment_amount,on_time_payments_n,payments_observed_n,payment_delay_avg,payment_delay_max,payment_delay_std,failed_attempts_hist_avg,income_type,income_day_std,income_expected_day,due_day,nomina_en_banco_mock,income_last_30d,expenses_last_30d,expenses_last_7d,current_balance,balance_14d_ago,min_balance_30d,avg_balance_30d,failed_payment_attempts_30d,partial_payments_n,last_payment_delay_days,hist_cycles_available,tenure_months,external_debt_ratio_mock,next_due_date,next_expected_income_date,days_to_due,contacts_sent_90d,contacts_answered_90d,opt_out_flag,current_cycle_paid,app_logins_30d,app_logins_hist_avg,push_enabled,activity_events_90d,days_since_last_login,days_since_last_contact,balance_ratio,min_balance_ratio_30d,projected_coverage,balance_vs_historical,recent_balance_drop,income_variation,income_amount_cv,expense_variation_30d,spending_velocity_7d,payment_punctuality,last_payment_delay_deviation,failed_attempts_deviation,income_due_gap,income_due_gap_pos,income_date_unknown,baseline_unreliable,contact_history_insufficient,contact_response_rate,app_engagement_ratio,synthetic_late_payment_next_cycle,credit_product,digital_capability,has_missing_core,full_name_mock,dui_mock,dataset_version,generator_seed,snapshot_date
C00011,404.9507223519292,165.8780589810581,366.00373134806995,716.1917942166853,426.5775658962894,155.29659386454466,6,6,0.0,0,0.0,0.0,INDEPENDENT,8.816708950245332,13.0,15,True,644.3528397850206,370.07501094639525,66.3019274079039,307.07310144291347,323.23484362411943,201.70760489286957,201.70760489286957,0,1,0,6,107,0.11481489149915661,2026-09-15,2026-09-13,3,2,2,False,False,7,11.020545557774984,True,21,21,74,1.9773331391334559,1.298854017808055,6.126508750461085,0.758297453229498,0.04999999999999998,-0.10030686613805245,0.21052685208751082,-0.1324555238416621,0.6683386812781913,1.0,0.0,0.0,-2.0,0.0,0,0,0,1.0,0.6351772662526227,0,CREDICHEQUE,D2,0,Cliente Demo 00011,DUI-DEMO-00011,synth_v1,42,2026-09-12
C00012,993.6370974547848,253.54069430478305,311.62033203391485,1495.4782922467468,858.8340640355551,186.87523988154456,6,6,0.0,0,0.0,0.3333333333333333,SALARIED,1.596311787241539,20.0,15,True,1499.2502347605032,945.8347564112761,167.3619085465705,590.2178030678092,733.4441623209657,465.73749275024517,465.73749275024517,0,1,0,6,57,0.23358452200365057,2026-09-15,2026-09-20,3,7,1,False,True,0,4.718826203353055,True,0,7,69,3.158352082608339,2.492237564727485,3.158352082608339,0.5939973503200114,0.1952791590840675,0.0025222315384394794,0.053130935581423865,0.10130093346194895,0.8379455786472623,1.0,0.0,-0.3333333333333333,5.0,5.0,0,0,0,0.14285714285714285,0.0,0,VEHICLE_LOAN,D3,0,Cliente Demo 00012,DUI-DEMO-00012,synth_v1,42,2026-09-12
C00013,268.5254932916551,79.30307279529791,266.31560338128685,465.75884777019417,354.1029718244748,127.622708804724,1,6,4.166666666666667,7,2.401388487243717,0.16666666666666666,BIWEEKLY,0.5280114442854262,5.0,30,False,480.9463716596249,295.54929217813617,75.39496607890236,185.66760442255955,224.98438183156048,140.15181683579914,140.15181683579914,0,1,5,6,53,0.44949900089689787,2026-09-28,2026-09-05,16,7,5,False,False,9,11.570685250190483,True,27,18,32,1.4548163580092182,1.0981730300854684,5.223317874424473,0.6914338081893006,0.17475336327317292,0.032608127493746024,0.04711491767253906,-0.1653577752952695,0.9155482442547301,0.16666666666666666,0.833333333333333,-0.16666666666666666,-15.0,0.0,0,0,0,0.7142857142857143,0.7778277435946879,1,SALARY_ADVANCE,D2,0,Cliente Demo 00013,DUI-DEMO-00013,synth_v1,42,2026-09-12
C00014,314.0216280447089,96.319072588171,106.11650478327049,424.4912424861268,328.43738410745453,63.416998383683044,1,6,2.8333333333333335,5,1.9407902170679516,0.3333333333333333,SALARIED,0.24936949269252118,17.0,5,True,309.723467252308,455.4005854180278,125.29764600234938,196.02868342341665,285.25751828861127,152.0403721208738,152.0403721208738,3,2,3,6,30,1.6019610137090965,2026-10-05,2026-09-17,23,0,0,False,False,4,4.473098282859035,True,12,16,2,3.091106303035845,2.3974703312352483,7.975025049527617,0.6242521721959451,0.3128009925926535,-0.2703654722336695,0.04359961602573759,0.3865674477209782,1.6404340793124519,0.16666666666666666,0.16666666666666652,2.6666666666666665,-15.0,0.0,0,0,1,,0.8942347668344438,1,VEHICLE_LOAN,D2,0,Cliente Demo 00014,DUI-DEMO-00014,synth_v1,42,2026-09-12
C00015,384.4583831836704,108.67957166137792,162.10555037748006,664.7721723706493,558.2036952718188,99.39656878955395,4,6,1.5,6,2.5099800796022267,0.16666666666666666,SALARIED,1.2114806951611887,15.0,10,True,661.564465743915,619.5680410496313,192.62469840900255,336.13389116984,458.57618074845266,207.79790317807212,207.79790317807212,1,1,0,6,101,0.21182557726027373,2026-10-10,2026-09-15,28,1,1,False,False,7,7.209220770983973,True,21,5,33,3.3817454190145635,2.090594330454499,10.0,0.8743050116018828,0.2670053411382418,-0.00482527211585178,0.06527149633347597,0.10993181574681447,1.4838422070197417,0.6666666666666666,-1.5,0.8333333333333334,-15.0,0.0,0,0,1,1.0,0.9709787260467796,0,OVERDRAFT_ELITE,D3,0,Cliente Demo 00015,DUI-DEMO-00015,synth_v1,42,2026-09-12
C00016,387.688065106067,135.43126654005147,296.28043016757397,518.7597750509594,489.95703647934204,137.3315776171961,5,6,0.3333333333333333,2,0.816496580927726,0.0,BIWEEKLY,0.13914309685359116,26.0,5,False,547.9894716424395,442.78059570615386,116.62837761572753,303.5409706973291,384.8167260176053,225.44780340346074,225.44780340346074,0,0,0,6,59,0.1521099422732372,2026-10-05,2026-09-26,23,3,2,False,False,7,6.135952600855387,True,21,10,15,2.2102780435788203,1.6416312061300538,6.200543655832462,0.7829515479520469,0.21120639989166642,0.05634534132606709,0.06943413300792788,-0.09628689305532051,1.0235632645491624,0.8333333333333334,-0.3333333333333333,0.0,-9.0,0.0,0,0,0,0.6666666666666666,1.140817156740122,1,PERSONAL_LOAN_MORTGAGE_BACKED,D1,0,Cliente Demo 00016,DUI-DEMO-00016,synth_v1,42,2026-09-12
C00017,386.37831064447863,120.32423039015765,243.3755981067609,487.1654612210042,399.6345127221705,129.4110784161812,1,6,4.5,11,3.987480407475377,0.0,SALARIED,0.21687190829480696,20.0,20,True,485.6652524249358,408.1370304323369,98.21731209228668,343.3570009251153,422.74523216741284,337.04580709338956,337.04580709338956,0,0,5,6,112,0.532458982384498,2026-09-20,2026-09-20,8,3,3,False,False,9,5.919213664307458,True,27,21,81,2.6532272594228137,2.6044586848234337,6.406115021188112,0.8886549567246572,0.1877921386251347,-0.0030794646079965963,0.04204302449415916,0.021275734300949804,1.0568017239553167,0.16666666666666666,0.5,0.0,0.0,0.0,0,0,0,1.0,1.5204722299972915,1,OVERDRAFT_ELITE,D1,0,Cliente Demo 00017,DUI-DEMO-00017,synth_v1,42,2026-09-12
C00018,747.2521953384047,138.20503880378573,589.5741432698653,1131.110422665879,714.8081698465354,265.66006491895195,6,6,0.0,0,0.0,0.16666666666666666,SALARIED,0.979616850217792,14.0,5,False,1097.6685403286647,616.7692536702256,142.71787754542407,741.87673700405,959.9560157493871,494.6723627156388,494.6723627156388,0,0,1,6,40,0.3337523151581996,2026-10-05,2026-09-14,23,1,0,False,False,8,10.644124714139096,True,24,29,41,2.7925790699117052,1.8620501461766727,6.924432838236061,0.992806366621753,0.22717632388093748,-0.02956553283135364,0.07559333190415639,-0.13715416290969107,0.858533658865536,1.0,1.0,-0.16666666666666666,-15.0,0.0,0,0,1,0.0,0.7515883376839074,0,PERSONAL_LOAN_MORTGAGE_BACKED,D1,0,Cliente Demo 00018,DUI-DEMO-00018,synth_v1,42,2026-09-12
C00019,130.32078046317864,45.75640099707683,200.01362980886884,216.22839850063934,152.62781041445032,78.84903545775323,1,6,4.333333333333333,9,3.5023801430836525,0.0,INDEPENDENT,6.078780100861177,,25,False,145.5887972691107,159.57628924231116,33.22558369877155,87.3270722804501,145.68425435426673,74.19673640543316,74.19673640543316,0,0,5,6,1,1.0193985149477391,2026-09-25,,13,3,2,False,False,7,8.436371376047958,True,21,13,47,1.1075223910283511,0.9409973879158897,1.1075223910283511,0.670093226652551,0.40057302233848097,-0.3266897489939083,0.27478203713013377,0.045525640504130424,0.9360680043614855,0.16666666666666666,0.666666666666667,0.0,-15.0,0.0,1,0,0,0.6666666666666666,0.8297406180901402,1,HOME_LOAN,D2,0,Cliente Demo 00019,DUI-DEMO-00019,synth_v1,42,2026-09-12
C00020,234.867719423729,70.46426437785156,169.84282334585706,343.86085083805574,325.66920381211685,104.06111043079348,5,6,1.1666666666666667,7,2.857738033247041,0.16666666666666666,SALARIED,1.735616142334763,12.0,15,False,266.41666227528486,349.54502752322617,89.12920116937069,193.06621867581947,242.27783092895743,115.89735953977363,115.89735953977363,0,0,0,6,32,0.19720748274777455,2026-09-15,2026-09-12,3,2,0,False,True,4,5.767049848652548,True,12,19,38,1.8553157647132683,1.1137432520177837,4.415510069505615,0.8220210897841831,0.20312057469083156,-0.22521955719595393,0.0606607820736078,0.07331311475457661,1.176824705996455,0.8333333333333334,-1.1666666666666667,-0.16666666666666666,-3.0,0.0,0,0,0,0.0,0.6935955306393938,0,STUDENT_LOAN,D1,0,Cliente Demo 00020,DUI-DEMO-00020,synth_v1,42,2026-09-12
C00021,769.8100093452503,360.79939591262877,557.0657028072364,1145.0457304552738,1065.4175082689703,314.94363650011593,3,6,1.1666666666666667,4,1.6020819787597222,0.0,SALARIED,0.6776246644635908,4.0,30,True,1029.4736367482437,942.6119300026389,226.79378278401393,530.8414234231382,708.9435392032269,417.87572313543257,417.87572313543257,0,0,3,6,69,0.6431121132732568,2026-09-28,2026-09-04,16,4,2,False,False,11,11.532567475182887,True,33,22,73,1.685512459696714,1.326827008728207,4.954267619154793,0.6895745924044778,0.2512218617299984,-0.10093229522027754,0.05747916739535227,-0.11526521510413218,0.9153343721145815,0.5,1.8333333333333333,0.0,-15.0,0.0,0,0,0,0.5,0.9538205628253269,1,PERSONAL_LOAN_PAYROLL_DEDUCTION,D1,0,Cliente Demo 00021,DUI-DEMO-00021,synth_v1,42,2026-09-12
C00022,472.5800484374975,158.97205729332453,559.5396800488729,709.7109220689179,453.0848299693161,236.67762602025005,6,6,0.0,0,0.0,0.0,SALARIED,1.9925574871402454,23.0,25,True,680.7868189249913,476.2002930711709,129.3137753260357,325.3719321757159,412.1900576415238,179.49364593485453,179.49364593485453,0,1,0,6,91,0.5729125124284378,2026-09-25,2026-09-23,13,2,1,False,False,5,4.234288765546552,False,15,29,44,1.3747473204242686,0.7583887372585744,4.251178144801151,0.6885012036616882,0.210626442477932,-0.040754766827609624,0.06290626111019498,0.05101795860925255,1.2272519341237056,1.0,0.0,0.0,-2.0,0.0,0,0,0,0.5,1.180835856232543,0,STUDENT_LOAN,D3,0,Cliente Demo 00022,DUI-DEMO-00022,synth_v1,42,2026-09-12
C00023,291.3313618330353,129.4514532132633,273.18020707062186,434.3206413704966,385.7013309376419,169.56297388563885,2,6,2.0,6,2.280350850198276,0.0,INDEPENDENT,7.977942553193129,24.0,20,True,386.051469096103,332.3295958946237,63.218820854066614,198.56557500141906,229.06311926295248,102.44414273957196,102.44414273957196,1,0,3,6,67,0.6753592569310977,2026-09-20,2026-09-24,8,4,1,False,False,3,1.3043814416237447,False,9,7,40,1.17104324400055,0.6041657585497707,1.17104324400055,0.6815798125957302,0.13314035170595853,-0.11113718224876552,0.2513117787277265,-0.13837581247975275,0.7047964522487898,0.3333333333333333,1.0,1.0,4.0,4.0,0,0,0,0.25,2.2999407261310645,1,PERSONAL_LOAN_PAYROLL_DEDUCTION,D1,0,Cliente Demo 00023,DUI-DEMO-00023,synth_v1,42,2026-09-12
C00024,178.79409959978742,38.292592468544576,71.71516616948274,227.8139539809927,132.7709633497652,33.756451048388506,1,6,3.3333333333333335,7,2.8047578623950176,0.16666666666666666,SALARIED,1.3705893545629009,22.0,15,True,137.23027119707936,187.98990253186153,43.04516205241471,139.72919112319474,180.33183270881452,113.27781050763338,113.27781050763338,2,1,6,6,110,0.6750165414373448,2026-09-15,2026-09-22,3,3,2,False,False,9,7.814006751799321,True,27,12,22,4.139332980321261,3.3557381475100634,4.139332980321261,0.7815089616266111,0.2251551541162546,-0.3976213098494882,0.046578166481815425,0.41589620041115705,1.3940864188638922,0.16666666666666666,2.6666666666666665,1.8333333333333333,7.0,7.0,0,0,0,0.6666666666666666,1.1517778632489128,1,PERSONAL_LOAN_PAYROLL_DEDUCTION,D2,0,Cliente Demo 00024,DUI-DEMO-00024,synth_v1,42,2026-09-12
C00025,459.4714888507255,240.71291098587335,333.73636385374067,658.0227873670369,489.05281364796747,184.40914184465737,5,6,1.0,6,2.449489742783178,0.0,INDEPENDENT,4.822063354310986,27.0,25,False,649.4538624015922,538.4409163778826,110.87489181261233,351.234724355976,538.8767555441215,281.48063842301514,281.48063842301514,1,0,1,6,37,0.09082218678541855,2026-09-25,2026-09-27,13,2,1,False,False,6,5.4265335507847645,True,18,26,36,1.9046491992888792,1.5263919977466676,1.9046491992888792,0.7644320330615471,0.34820954746633515,-0.013022231342066053,0.288399760090412,0.10098725812763831,0.9748681972360931,0.8333333333333334,0.0,1.0,2.0,2.0,0,0,0,0.5,1.105678227886807,1,PERSONAL_LOAN_PAYROLL_DEDUCTION,D3,0,Cliente Demo 00025,DUI-DEMO-00025,synth_v1,42,2026-09-12
C00026,368.6224596660918,28.070013966619427,122.42004660928102,445.8425206650987,334.390893020307,56.43143334229339,6,6,0.0,0,0.0,0.16666666666666666,SALARIED,0.16035233913668767,16.0,15,True,374.2702785901254,371.5878669256198,117.23689867764445,325.60495402118016,535.8461170695101,226.90351348966232,226.90351348966232,0,0,2,6,22,0.4057199768913725,2026-09-15,2026-09-16,3,1,1,False,False,12,15.058427405612466,True,36,17,21,5.769921739293314,4.020870994244373,5.769921739293314,0.8833019949900013,0.39235361860624884,-0.16053256196426333,0.07433494953800068,0.1112379992449552,1.5075729478172626,1.0,2.0,-0.16666666666666666,1.0,1.0,0,0,1,1.0,0.7968959624248312,0,SALARY_ADVANCE,D1,0,Cliente Demo 00026,DUI-DEMO-00026,synth_v1,42,2026-09-12
C00027,1011.9776989898559,294.2803318898933,1034.1763829585993,1261.1983757227301,762.5964857480818,390.31132393290636,6,6,0.0,0,0.0,0.0,SALARIED,1.0045055937613212,10.0,25,False,1234.6954170680885,831.2622651069812,219.33225589157342,858.078622702243,1039.882364357951,544.5968679721581,544.5968679721581,0,0,0,6,22,0.5177590698570974,2026-09-25,2026-09-10,13,3,0,False,False,4,4.27952666753026,False,12,6,73,2.1984466503711912,1.3952884135787285,5.361807130479449,0.847922462677554,0.17483106540417012,-0.021014107823802152,0.06920719132312043,0.09004208731901057,1.2367336041531687,1.0,0.0,0.0,-15.0,0.0,0,0,0,0.0,0.9346828074116018,1,HOME_LOAN,D1,0,Cliente Demo 00027,DUI-DEMO-00027,synth_v1,42,2026-09-12
C00028,243.8073982695918,79.85108341846221,210.75373199578436,303.14319305750126,166.9074551713407,91.67746176958958,6,6,0.0,0,0.0,0.0,SALARIED,0.8199494341815075,16.0,25,True,308.2947763993621,171.64184616261278,38.223273663362605,210.3088964765867,297.1641981720933,178.88990792550416,178.88990792550416,0,1,1,6,9,0.4638932644027198,2026-09-25,2026-09-16,13,3,1,False,False,11,7.745000558616211,False,33,7,49,2.294008717269575,1.951296474318881,5.656828438153546,0.8626026034043319,0.29228050427934477,0.016993894172262207,0.07432972548047534,0.02836536562379396,0.9847377792905269,1.0,1.0,0.0,-9.0,0.0,0,0,0,0.3333333333333333,1.4202710402341605,0,SALARY_ADVANCE,D1,0,Cliente Demo 00028,DUI-DEMO-00028,synth_v1,42,2026-09-12
C00029,135.14700877688776,28.449717816598863,49.584285919225806,219.90934834335206,135.289901134602,24.615108690211624,6,6,0.0,0,0.0,0.16666666666666666,BIWEEKLY,0.9374452126060673,11.0,5,False,190.93470150456014,105.88871768301149,23.412568399854642,116.10187099858166,144.8463389024298,102.18796499415643,102.18796499415643,0,0,0,6,13,0.19909246148478926,2026-10-05,2026-09-11,23,3,3,False,False,7,8.279335852107476,True,21,0,51,4.716691380881467,4.15143261320606,10.0,0.8590783625130214,0.19844801133158607,-0.13175723113668097,0.04412416465901844,-0.2173198679651544,0.7441356913936452,1.0,0.0,-0.16666666666666666,-15.0,0.0,0,0,0,1.0,0.845478444773825,1,PERSONAL_LOAN_ACCOUNT_DEBIT,D2,0,Cliente Demo 00029,DUI-DEMO-00029,synth_v1,42,2026-09-12
C00030,478.99585139527943,124.30900890391972,344.0058321143969,551.0333319031331,487.1855149928102,178.29684764364916,4,6,1.6666666666666667,6,2.6583202716502514,0.0,INDEPENDENT,8.683655074352718,17.0,20,True,456.5429420235836,458.58796804290756,102.88120618605409,298.0098383214383,480.6612899846734,251.37895696437772,251.37895696437772,0,0,5,6,110,0.27050165525389147,2026-09-20,2026-09-17,8,7,5,False,False,12,11.740372230555833,True,36,24,54,1.671425166849007,1.409890080988943,4.232002922749928,0.6221553640879304,0.38000033593106536,-0.1714785375200499,0.3584295298029923,-0.05869950166791125,0.9080507793967587,0.6666666666666666,3.333333333333333,0.0,-3.0,0.0,0,0,0,0.7142857142857143,1.0221141003322238,0,PERSONAL_LOAN_PAYROLL_DEDUCTION,D1,0,Cliente Demo 00030,DUI-DEMO-00030,synth_v1,42,2026-09-12
C00031,390.69318144055745,58.454801466662154,164.58196024049457,599.1439302762701,557.6776344950096,91.09302485883742,5,6,0.8333333333333334,5,2.0412414523193148,0.0,SALARIED,0.3367629451182381,14.0,30,True,560.3856433832319,574.6349526816053,158.3007793219581,184.63979148791242,248.27273354474718,162.2879499090245,162.2879499090245,0,2,0,6,32,0.4961572555562872,2026-09-28,2026-09-14,16,3,2,False,False,6,7.891408399076577,False,18,16,81,2.026936659245206,1.7815628601697495,8.17873197235107,0.4725953772909771,0.25630257962002884,-0.06468944261050334,0.07678198112517329,0.03040702573979149,1.220585709342287,0.8333333333333334,-0.8333333333333334,0.0,-14.0,0.0,0,0,0,0.6666666666666666,0.7603205532617089,0,PERSONAL_LOAN_PAYROLL_DEDUCTION,D2,0,Cliente Demo 00031,DUI-DEMO-00031,synth_v1,42,2026-09-12
